E01008144,Sheffield 001A,E08000019,Sheffield,Yorkshire and The Humber,725,101,13.9
E01008145,Sheffield 001B,E08000019,Sheffield,Yorkshire and The Humber,723,57,7.9
E01008148,Sheffield 001C,E08000019,Sheffield,Yorkshire and The Humber,647,64,9.9
E01008149,Sheffield 001D,E08000019,Sheffield,Yorkshire and The Humber,665,78,11.7
E01008150,Sheffield 001E,E08000019,Sheffield,Yorkshire and The Humber,645,65,10.1
E01008142,Sheffield 002A,E08000019,Sheffield,Yorkshire and The Humber,632,87,13.8
E01008143,Sheffield 002B,E08000019,Sheffield,Yorkshire and The Humber,786,74,9.4
E01008146,Sheffield 002C,E08000019,Sheffield,Yorkshire and The Humber,531,29,5.5
E01008147,Sheffield 002D,E08000019,Sheffield,Yorkshire and The Humber,622,45,7.2
E01007888,Sheffield 003A,E08000019,Sheffield,Yorkshire and The Humber,561,52,9.3
E01007892,Sheffield 003B,E08000019,Sheffield,Yorkshire and The Humber,646,65,10.1
E01007893,Sheffield 003C,E08000019,Sheffield,Yorkshire and The Humber,634,48,7.6
E01007898,Sheffield 003D,E08000019,Sheffield,Yorkshire and The Humber,626,32,5.1
E01007899,Sheffield 003E,E08000019,Sheffield,Yorkshire and The Humber,620,39,6.3
E01007900,Sheffield 003F,E08000019,Sheffield,Yorkshire and The Humber,772,84,10.9
E01007901,Sheffield 003G,E08000019,Sheffield,Yorkshire and The Humber,723,78,10.8
E01007887,Sheffield 004A,E08000019,Sheffield,Yorkshire and The Humber,614,64,10.4
E01007889,Sheffield 004B,E08000019,Sheffield,Yorkshire and The Humber,"1,059",84,7.9
E01007890,Sheffield 004C,E08000019,Sheffield,Yorkshire and The Humber,595,59,9.9
E01007891,Sheffield 004D,E08000019,Sheffield,Yorkshire and The Humber,668,48,7.2
E01007894,Sheffield 004E,E08000019,Sheffield,Yorkshire and The Humber,647,77,11.9
E01007895,Sheffield 004F,E08000019,Sheffield,Yorkshire and The Humber,654,59,9.0
E01007896,Sheffield 004G,E08000019,Sheffield,Yorkshire and The Humber,557,39,7.0
E01007897,Sheffield 005A,E08000019,Sheffield,Yorkshire and The Humber,630,42,6.7
E01008134,Sheffield 005B,E08000019,Sheffield,Yorkshire and The Humber,624,54,8.7
E01008135,Sheffield 005C,E08000019,Sheffield,Yorkshire and The Humber,771,85,11.0
E01008137,Sheffield 005D,E08000019,Sheffield,Yorkshire and The Humber,633,45,7.1
E01008141,Sheffield 005E,E08000019,Sheffield,Yorkshire and The Humber,677,48,7.1
E01008053,Sheffield 006A,E08000019,Sheffield,Yorkshire and The Humber,575,64,11.1
E01008056,Sheffield 006B,E08000019,Sheffield,Yorkshire and The Humber,603,86,14.3
E01008058,Sheffield 006C,E08000019,Sheffield,Yorkshire and The Humber,630,56,8.9
E01008138,Sheffield 006D,E08000019,Sheffield,Yorkshire and The Humber,639,43,6.7
E01008139,Sheffield 006E,E08000019,Sheffield,Yorkshire and The Humber,716,68,9.5
E01007856,Sheffield 007A,E08000019,Sheffield,Yorkshire and The Humber,550,92,16.7
E01008054,Sheffield 007B,E08000019,Sheffield,Yorkshire and The Humber,543,91,16.8
E01008055,Sheffield 007C,E08000019,Sheffield,Yorkshire and The Humber,614,102,16.6
E01008057,Sheffield 007D,E08000019,Sheffield,Yorkshire and The Humber,607,102,16.8
E01008126,Sheffield 008A,E08000019,Sheffield,Yorkshire and The Humber,653,45,6.9
E01008128,Sheffield 008C,E08000019,Sheffield,Yorkshire and The Humber,734,101,13.8
E01008136,Sheffield 008D,E08000019,Sheffield,Yorkshire and The Humber,591,70,11.8
E01008140,Sheffield 008E,E08000019,Sheffield,Yorkshire and The Humber,858,71,8.3
E01033275,Sheffield 008F,E08000019,Sheffield,Yorkshire and The Humber,663,29,4.4
E01033280,Sheffield 008G,E08000019,Sheffield,Yorkshire and The Humber,611,40,6.5
E01008085,Sheffield 009A,E08000019,Sheffield,Yorkshire and The Humber,627,78,12.4
E01008086,Sheffield 009B,E08000019,Sheffield,Yorkshire and The Humber,585,74,12.6
E01008116,Sheffield 009C,E08000019,Sheffield,Yorkshire and The Humber,562,88,15.7
E01008117,Sheffield 009D,E08000019,Sheffield,Yorkshire and The Humber,563,61,10.8
E01008118,Sheffield 009E,E08000019,Sheffield,Yorkshire and The Humber,624,83,13.3
E01008119,Sheffield 009F,E08000019,Sheffield,Yorkshire and The Humber,476,67,14.1
E01008125,Sheffield 009G,E08000019,Sheffield,Yorkshire and The Humber,622,63,10.1
E01007849,Sheffield 010A,E08000019,Sheffield,Yorkshire and The Humber,875,143,16.3
E01007857,Sheffield 010B,E08000019,Sheffield,Yorkshire and The Humber,659,102,15.5
E01008059,Sheffield 010C,E08000019,Sheffield,Yorkshire and The Humber,640,95,14.8
E01008060,Sheffield 010D,E08000019,Sheffield,Yorkshire and The Humber,634,102,16.1
E01008061,Sheffield 011A,E08000019,Sheffield,Yorkshire and The Humber,658,92,14.0
E01008063,Sheffield 011B,E08000019,Sheffield,Yorkshire and The Humber,712,70,9.8
E01033277,Sheffield 011E,E08000019,Sheffield,Yorkshire and The Humber,969,143,14.8
E01008087,Sheffield 012A,E08000019,Sheffield,Yorkshire and The Humber,678,73,10.8
E01008088,Sheffield 012B,E08000019,Sheffield,Yorkshire and The Humber,668,65,9.7
E01008090,Sheffield 012C,E08000019,Sheffield,Yorkshire and The Humber,752,105,14.0
E01008092,Sheffield 012D,E08000019,Sheffield,Yorkshire and The Humber,736,78,10.6
E01008122,Sheffield 012E,E08000019,Sheffield,Yorkshire and The Humber,558,94,16.8
E01008124,Sheffield 012F,E08000019,Sheffield,Yorkshire and The Humber,671,102,15.2
E01007848,Sheffield 013A,E08000019,Sheffield,Yorkshire and The Humber,696,99,14.2
E01007851,Sheffield 013B,E08000019,Sheffield,Yorkshire and The Humber,530,62,11.7
E01007947,Sheffield 013C,E08000019,Sheffield,Yorkshire and The Humber,878,73,8.3
E01007948,Sheffield 013D,E08000019,Sheffield,Yorkshire and The Humber,622,91,14.6
E01008062,Sheffield 013E,E08000019,Sheffield,Yorkshire and The Humber,616,89,14.4
E01007847,Sheffield 014A,E08000019,Sheffield,Yorkshire and The Humber,653,70,10.7
E01007850,Sheffield 014B,E08000019,Sheffield,Yorkshire and The Humber,629,60,9.5
E01007852,Sheffield 014C,E08000019,Sheffield,Yorkshire and The Humber,647,85,13.1
E01007853,Sheffield 014D,E08000019,Sheffield,Yorkshire and The Humber,701,74,10.6
E01007854,Sheffield 014E,E08000019,Sheffield,Yorkshire and The Humber,653,92,14.1
E01007855,Sheffield 014F,E08000019,Sheffield,Yorkshire and The Humber,796,147,18.5
E01007941,Sheffield 015A,E08000019,Sheffield,Yorkshire and The Humber,665,83,12.5
E01007945,Sheffield 015B,E08000019,Sheffield,Yorkshire and The Humber,757,99,13.1
E01007946,Sheffield 015C,E08000019,Sheffield,Yorkshire and The Humber,632,100,15.8
E01007950,Sheffield 015D,E08000019,Sheffield,Yorkshire and The Humber,643,95,14.8
E01008123,Sheffield 015E,E08000019,Sheffield,Yorkshire and The Humber,529,85,16.1
E01007987,Sheffield 016A,E08000019,Sheffield,Yorkshire and The Humber,601,70,11.6
E01007988,Sheffield 016B,E08000019,Sheffield,Yorkshire and The Humber,660,59,8.9
E01007989,Sheffield 016C,E08000019,Sheffield,Yorkshire and The Humber,615,87,14.1
E01007991,Sheffield 016D,E08000019,Sheffield,Yorkshire and The Humber,632,76,12.0
E01007995,Sheffield 017A,E08000019,Sheffield,Yorkshire and The Humber,704,150,21.3
E01008089,Sheffield 017B,E08000019,Sheffield,Yorkshire and The Humber,681,80,11.7
E01008091,Sheffield 017C,E08000019,Sheffield,Yorkshire and The Humber,656,109,16.6
E01008093,Sheffield 017D,E08000019,Sheffield,Yorkshire and The Humber,783,112,14.3
E01007903,Sheffield 018A,E08000019,Sheffield,Yorkshire and The Humber,598,81,13.5
E01007904,Sheffield 018B,E08000019,Sheffield,Yorkshire and The Humber,682,85,12.5
E01007913,Sheffield 018C,E08000019,Sheffield,Yorkshire and The Humber,483,142,29.4
E01007914,Sheffield 018D,E08000019,Sheffield,Yorkshire and The Humber,501,139,27.7
E01007870,Sheffield 019A,E08000019,Sheffield,Yorkshire and The Humber,747,117,15.7
E01007871,Sheffield 019B,E08000019,Sheffield,Yorkshire and The Humber,866,83,9.6
E01007943,Sheffield 019C,E08000019,Sheffield,Yorkshire and The Humber,804,111,13.8
E01008094,Sheffield 019D,E08000019,Sheffield,Yorkshire and The Humber,480,71,14.8
E01007869,Sheffield 020A,E08000019,Sheffield,Yorkshire and The Humber,516,85,16.5
E01007872,Sheffield 020B,E08000019,Sheffield,Yorkshire and The Humber,636,107,16.8
E01007873,Sheffield 020C,E08000019,Sheffield,Yorkshire and The Humber,657,88,13.4
E01007942,Sheffield 020D,E08000019,Sheffield,Yorkshire and The Humber,526,115,21.9
E01007949,Sheffield 020E,E08000019,Sheffield,Yorkshire and The Humber,509,122,24.0
E01007990,Sheffield 021A,E08000019,Sheffield,Yorkshire and The Humber,669,68,10.2
E01007992,Sheffield 021B,E08000019,Sheffield,Yorkshire and The Humber,709,95,13.4
E01007993,Sheffield 021C,E08000019,Sheffield,Yorkshire and The Humber,701,89,12.7
E01007994,Sheffield 021D,E08000019,Sheffield,Yorkshire and The Humber,615,79,12.8
E01007996,Sheffield 021E,E08000019,Sheffield,Yorkshire and The Humber,710,85,12.0
E01007874,Sheffield 022A,E08000019,Sheffield,Yorkshire and The Humber,677,86,12.7
E01007875,Sheffield 022B,E08000019,Sheffield,Yorkshire and The Humber,616,105,17.0
E01007877,Sheffield 022D,E08000019,Sheffield,Yorkshire and The Humber,424,65,15.3
E01007940,Sheffield 022E,E08000019,Sheffield,Yorkshire and The Humber,638,115,18.0
E01007944,Sheffield 022F,E08000019,Sheffield,Yorkshire and The Humber,601,201,33.4
E01033269,Sheffield 022G,E08000019,Sheffield,Yorkshire and The Humber,675,76,11.3
E01033270,Sheffield 022H,E08000019,Sheffield,Yorkshire and The Humber,798,130,16.3
E01008129,Sheffield 023A,E08000019,Sheffield,Yorkshire and The Humber,586,65,11.1
E01008130,Sheffield 023B,E08000019,Sheffield,Yorkshire and The Humber,657,51,7.8
E01008131,Sheffield 023C,E08000019,Sheffield,Yorkshire and The Humber,659,42,6.4
E01008132,Sheffield 023D,E08000019,Sheffield,Yorkshire and The Humber,565,26,4.6
E01008133,Sheffield 023E,E08000019,Sheffield,Yorkshire and The Humber,753,50,6.6
E01008151,Sheffield 024A,E08000019,Sheffield,Yorkshire and The Humber,707,139,19.7
E01008153,Sheffield 024B,E08000019,Sheffield,Yorkshire and The Humber,849,126,14.8
E01008154,Sheffield 024C,E08000019,Sheffield,Yorkshire and The Humber,816,94,11.5
E01008155,Sheffield 024D,E08000019,Sheffield,Yorkshire and The Humber,733,147,20.1
E01008156,Sheffield 024E,E08000019,Sheffield,Yorkshire and The Humber,684,67,9.8
E01008160,Sheffield 024F,E08000019,Sheffield,Yorkshire and The Humber,668,80,12.0
E01007997,Sheffield 025A,E08000019,Sheffield,Yorkshire and The Humber,653,54,8.3
E01007998,Sheffield 025B,E08000019,Sheffield,Yorkshire and The Humber,902,60,6.7
E01008152,Sheffield 025C,E08000019,Sheffield,Yorkshire and The Humber,674,50,7.4
E01008158,Sheffield 025D,E08000019,Sheffield,Yorkshire and The Humber,741,64,8.6
E01008065,Sheffield 026A,E08000019,Sheffield,Yorkshire and The Humber,976,76,7.8
E01008068,Sheffield 026B,E08000019,Sheffield,Yorkshire and The Humber,902,113,12.5
E01008072,Sheffield 026C,E08000019,Sheffield,Yorkshire and The Humber,663,87,13.1
E01008157,Sheffield 026D,E08000019,Sheffield,Yorkshire and The Humber,870,87,10.0
E01008161,Sheffield 026E,E08000019,Sheffield,Yorkshire and The Humber,816,139,17.0
E01007883,Sheffield 027A,E08000019,Sheffield,Yorkshire and The Humber,422,74,17.5
E01007902,Sheffield 027B,E08000019,Sheffield,Yorkshire and The Humber,803,100,12.5
E01007905,Sheffield 027C,E08000019,Sheffield,Yorkshire and The Humber,523,96,18.4
E01007906,Sheffield 027D,E08000019,Sheffield,Yorkshire and The Humber,640,117,18.3
E01008064,Sheffield 028A,E08000019,Sheffield,Yorkshire and The Humber,637,161,25.3
E01008066,Sheffield 028B,E08000019,Sheffield,Yorkshire and The Humber,462,166,35.9
E01008069,Sheffield 028C,E08000019,Sheffield,Yorkshire and The Humber,582,200,34.4
E01008074,Sheffield 028D,E08000019,Sheffield,Yorkshire and The Humber,569,159,27.9
E01007951,Sheffield 029A,E08000019,Sheffield,Yorkshire and The Humber,702,102,14.5
E01007960,Sheffield 029B,E08000019,Sheffield,Yorkshire and The Humber,706,158,22.4
E01007962,Sheffield 029C,E08000019,Sheffield,Yorkshire and The Humber,635,138,21.7
E01008159,Sheffield 029D,E08000019,Sheffield,Yorkshire and The Humber,771,135,17.5
E01007866,Sheffield 030A,E08000019,Sheffield,Yorkshire and The Humber,580,135,23.3
E01007867,Sheffield 030B,E08000019,Sheffield,Yorkshire and The Humber,643,165,25.7
E01007868,Sheffield 030C,E08000019,Sheffield,Yorkshire and The Humber,499,54,10.8
E01008067,Sheffield 030D,E08000019,Sheffield,Yorkshire and The Humber,478,152,31.8
E01008073,Sheffield 030E,E08000019,Sheffield,Yorkshire and The Humber,710,116,16.3
E01007907,Sheffield 032A,E08000019,Sheffield,Yorkshire and The Humber,593,101,17.0
E01007908,Sheffield 032B,E08000019,Sheffield,Yorkshire and The Humber,666,105,15.8
E01007909,Sheffield 032C,E08000019,Sheffield,Yorkshire and The Humber,882,126,14.3
E01007911,Sheffield 032D,E08000019,Sheffield,Yorkshire and The Humber,602,53,8.8
E01008014,Sheffield 032E,E08000019,Sheffield,Yorkshire and The Humber,696,81,11.6
E01008016,Sheffield 032F,E08000019,Sheffield,Yorkshire and The Humber,629,81,12.9
E01007952,Sheffield 033A,E08000019,Sheffield,Yorkshire and The Humber,653,51,7.8
E01007953,Sheffield 033B,E08000019,Sheffield,Yorkshire and The Humber,855,44,5.1
E01007954,Sheffield 033C,E08000019,Sheffield,Yorkshire and The Humber,660,48,7.3
E01007961,Sheffield 033D,E08000019,Sheffield,Yorkshire and The Humber,599,48,8.0
E01007859,Sheffield 036A,E08000019,Sheffield,Yorkshire and The Humber,466,96,20.6
E01007860,Sheffield 036B,E08000019,Sheffield,Yorkshire and The Humber,617,122,19.8
E01007863,Sheffield 036C,E08000019,Sheffield,Yorkshire and The Humber,669,102,15.2
E01007864,Sheffield 036D,E08000019,Sheffield,Yorkshire and The Humber,528,202,38.3
E01008104,Sheffield 036E,E08000019,Sheffield,Yorkshire and The Humber,518,88,17.0
E01007910,Sheffield 037A,E08000019,Sheffield,Yorkshire and The Humber,737,81,11.0
E01007912,Sheffield 037B,E08000019,Sheffield,Yorkshire and The Humber,707,52,7.4
E01007971,Sheffield 037C,E08000019,Sheffield,Yorkshire and The Humber,628,74,11.8
E01007973,Sheffield 037D,E08000019,Sheffield,Yorkshire and The Humber,648,71,11.0
E01007858,Sheffield 038A,E08000019,Sheffield,Yorkshire and The Humber,657,60,9.1
E01007861,Sheffield 038B,E08000019,Sheffield,Yorkshire and The Humber,682,46,6.7
E01007862,Sheffield 038C,E08000019,Sheffield,Yorkshire and The Humber,696,94,13.5
E01007865,Sheffield 038D,E08000019,Sheffield,Yorkshire and The Humber,770,76,9.9
